	ATTRIBUTE_diet	filename	MS_718	MS_614	MS_1557	MS_3957	MS_4136	MS_485	MS_4039	MS_9983	MS_840	MS_15981	MS_13814	MS_10645	MS_30185	MS_23517	MS_29852	MS_23461	MS_30388	MS_30838	MS_28632	MS_30065	MS_23805	MS_25563	MS_29013	MS_27931	MS_28897	MS_29738	MS_23556	MS_30215	MS_24526	MS_26131	MS_22498	MS_28514	MS_25616	MS_29459	MS_26934	MS_30091	MS_29005	MS_24489	MS_23873	MS_23840	MS_28750	MS_28944	MS_29727	MS_30179	MS_28483	MS_29435	MS_30085	MS_26700	MS_27625	MS_29509	MS_27861
161	HFD	SS170_RG5_01_7503	0.0	0.0	2.459851	230.1827	7.2965016	45.73053	1187.789	70.42718	104.5705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	176.80052	0.0	219.3457	591.7082	335.04578	57.565746	74.61359	0.0	132.25732	2.6753182	306.89774	734.7036	112.94748999999999	168.19154	0.0	638.0607	0.0	139.21826000000001	120.28834499999999	161.88715	149.15181	90.710396	194.46993999999998	35.413666	0.0	0.0	75.38618000000001	267.8355	86.34585600000001	255.22252000000003	93.074104	0.0	45.4276
4	HFD	SS37_RD1_01_7347	0.0	28.904476000000003	0.0	0.0	0.0	27.762970000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.606514000000004	0.0	6.679653999999999	0.0	7.262017299999999	0.0	19.931997	0.0	0.0	0.0	0.0	0.0	0.0	17.823742000000003	0.0	0.0	0.0	19.635363	0.0	0.0	17.748022	0.0	0.0	0.0	0.0	4.0648102999999995	2.9697723	0.0	0.0	0.0	0.0
175	HFD	SS178_RH1_01_7511	12.419367	0.0	0.0	67.46181999999999	3.0604005	80.49967	569.7336	0.0	65.67563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136.98718	0.0	183.83925	555.3937400000001	366.48138	41.747555	22.46043	0.0	95.31367	0.0	315.79614	883.8382	0.0	34.265137	0.0	240.23267	2.530982	152.14018000000002	105.129974	101.1478	96.531494	157.44826	83.60035	0.0	0.0	0.0	0.0	86.22901999999999	44.8153	27.779764	24.158087	0.0	10.873622
174	HFD	SS145_RE4_01_7473	131.21538	0.0	0.0	255.76897000000002	0.0	22.288372	1192.6595	101.1311	41.659492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8041096000000003	0.0	261.0815	0.0	737.54865	1802.4033	1221.0148	194.3834	497.6669	0.0	221.49039	3.3185472000000003	970.5346699999999	3409.7056	237.98125	187.44748	157.20991999999998	1091.4064	2.540451	716.3894	985.16296	254.24892999999997	153.04901	116.85226999999999	460.03888	79.82056	49.668209999999995	49.98405	100.02127	791.6486	327.47577	48.113083	179.16364	39.533756	93.25496
1	HFD	SS15_RB3_01_7323	27.005762	85.09777	0.0	0.0	0.0	35.610126	37.730198	0.0	166.56902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.93805	41.544174	59.95851999999999	0.0	32.25302	0.0	6.898456599999999	0.0	0.0	158.78838000000002	0.0	285.20364	0.0	28.076548	32.814484	48.854440000000004	48.854440000000004	23.790665	26.221378	0.0	0.0	0.0	68.09682	97.35651999999999	11.597727	20.22411	48.462456	0.0	28.28112
173	HFD	SS160_RF7_01_7492	21.68969	0.0	4.891321	358.88347999999996	14.420122000000001	70.58442	1125.4135	169.64285	49.135555	0.0	421.16287	121.39646	0.0	0.0	0.0	0.0	3.078607	0.0	124.12572	0.0	623.87787	624.0891	297.3696	112.50429	280.66568	0.0	217.9619	0.0	882.75714	3182.0745	478.43027	375.40106000000003	0.0	1383.5627	0.0	0.0	329.19818	418.21622	240.47992000000002	273.22144	135.02275	0.0	0.0	0.0	860.06256	1620.6646	32.327118	273.92203	586.9406	0.0	39.88038
2	HFD	SS16_RB4_01_7324	0.0	224.16574	2.8482952	0.0	6.2928705	26.948563	58.516543999999996	0.0	113.22571599999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.14079	10.596047	32.123745	0.0	44.01773	0.0	2.810669	0.0	0.0	89.16613000000001	0.0	205.48721	0.0	82.647446	63.79741	89.239876	89.239876	32.524643	35.950943	0.0	0.0	0.0	57.152866	122.65933000000001	50.41633	20.963739999999998	49.20243	2.511589	23.419558
171	HFD	SS159_RF6_01_7491	9.598744	0.0	2.6462526	304.6433	18.20747	41.786484	1311.3162	91.88243	70.97700999999999	0.0	185.12701	0.0	0.0	0.0	0.0	15.776794	0.0	0.0	129.94287	0.0	53.754025	265.41656	600.5774	52.27942	70.87730400000001	0.0	881.6713	3.5099316	104.854034	439.92	92.59576	276.54745	0.0	673.0039	0.0	140.65146000000001	246.14278	905.1807	587.9349	929.3045699999999	302.38748	0.0	0.0	0.0	196.83581999999998	390.40884	89.26227	86.960976	120.58071000000001	2.8924985	38.150215
142	HFD	SS144_RE3_01_7472	0.0	0.0	0.0	0.0	0.0	53.408680000000004	264.55515	0.0	89.774	0.0	314.34454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.10303	0.0	0.0	335.6534	522.17737	68.92335	73.00109	0.0	81.1069	0.0	116.976395	268.04242	0.0	190.00621	0.0	459.85483	0.0	226.36642	115.009674	157.48921	158.04987	115.25115	117.31226000000001	22.365845	0.0	20.57441	80.579735	174.98212	84.31113	53.582603000000006	51.622054999999996	0.0	56.337254
170	HFD	SS158_RF5_01_7490	0.0	0.0	3.5524995	211.17366	0.0	70.87676	995.632	65.97964	54.050335	0.0	0.0	0.0	0.0	0.0	0.0	5.792882	0.0	0.0	0.0	0.0	229.86	745.942	281.88342	32.370827	64.71245	0.0	270.93253	0.0	391.3329	1678.1631	105.62739599999999	239.82625	0.0	630.1080000000001	2.7136803	82.86756	119.54961999999999	485.45474	356.904	106.938034	220.65438999999998	0.0	0.0	0.0	128.03793000000002	253.11388	20.515415	47.987885	105.4242	2.5355554	29.566966999999998
168	HFD	SS175_RG10_01_7508	14.326529999999998	0.0	0.0	113.64553000000001	0.0	62.53911	334.5332	73.57408000000001	453.24594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	517.9571	76.56631	14.666441	16.506242999999998	0.0	30.109773999999998	0.0	44.8842	179.01932	0.0	18.335729999999998	0.0	125.08968	0.0	0.0	0.0	50.76204	37.697390000000006	16.199945	2.5761279999999998	0.0	0.0	0.0	0.0	58.809162	7.749560000000001	7.0656996	8.328529	0.0	5.2635955999999995
167	HFD	SS161_RF8_01_7493	0.0	0.0	0.0	279.65234	0.0	26.411084999999996	925.5072	60.400943999999996	102.73691	0.0	0.0	0.0	0.0	0.0	0.0	8.92877	28.383136999999998	86.79297	231.61853	0.0	209.47731000000002	633.10065	1161.3761	481.52594000000005	514.67804	0.0	817.3572	2.6717433999999995	715.8436	1081.7325	0.0	768.0418	123.84073000000001	1598.131	3.3109102	172.6649	454.57345999999995	1453.2931	1105.7672	895.1639	466.72302	0.0	16.001698	0.0	305.2144	648.9937	73.36389	203.65341	303.10016	0.0	63.355877
3	HFD	SS20_RB8_01_7328	29.149672	0.0	0.0	0.0	0.0	17.890379	0.0	0.0	55.373127000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7821107000000005	0.0	0.0	0.0	11.470647	0.0	0.0	0.0	0.0	0.0	0.0	5.448321	0.0	0.0	0.0	8.261505	8.261505	2.6462235	2.8091764	0.0	0.0	0.0	0.0	0.0	2.5480556	0.0	0.0	0.0	0.0
165	HFD	SS184_RH7_01_7521	21.08319	0.0	0.0	210.28083999999998	0.0	32.58197	222.5696	0.0	117.6017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	215.94637999999998	40.664433	42.821495	0.0	60.125969999999995	0.0	29.502829	40.34624	45.075959999999995	60.903084	36.076706	409.68817	3.3063550000000004	62.54003	97.02773	47.299732	50.96407	34.58157	25.243107000000002	0.0	0.0	0.0	0.0	186.16922	25.260567	29.438672999999998	31.475813	0.0	19.75916
164	HFD	SS201_RB3_01_7544	19.004093	0.0	0.0	64.7229	51.472214	34.91554	94.2537	0.0	141.10617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.685755	0.0	0.0	0.0	108.50131999999999	0.0	313.8378	60.60332	182.65231	0.0	36.953094	0.0	18.72105	3.9694538	45.612087	352.8002	0.0	902.0078	0.0	117.47984	159.80045	114.49361	65.67959599999999	18.484243	90.5789	26.577755	0.0	0.0	201.95033	382.74927	53.559090000000005	48.162262	156.11608999999999	0.0	33.902029999999996
163	HFD	SS167_RG2_01_7500	23.525524	0.0	9.742527	245.88907000000003	3.1260908	41.12216	924.7885	75.16994	157.35973	0.0	291.77997	0.0	0.0	0.0	0.0	3.077004	0.0	0.0	0.0	0.0	196.21927	670.27313	296.5612	39.545025	188.3722	0.0	110.469696	3.2574099999999997	478.67963	2096.1543	133.70108000000002	268.1028	0.0	1171.614	2.4956756	76.22183000000001	142.55833	260.41013	164.38339	242.65274	115.49678	34.68463	0.0	0.0	214.71837000000002	390.4191	38.959507	115.11046	124.79163	2.7714615	30.05218
169	HFD	SS165_RF12_01_7498	0.0	0.0	3.5623012000000003	233.87662000000003	48.778088000000004	33.64455	1154.1475	77.065506	160.68565	0.0	218.38497999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	192.70049	0.0	192.16087	490.87262000000004	599.7407	87.82573000000001	335.78403	0.0	148.29218999999998	13.676302	494.23322	1064.9408	103.44068	494.04375999999996	0.0	1928.4507	0.0	142.6438	249.35512000000003	187.85863999999998	169.80257	100.88000500000001	128.66593999999998	35.6568	0.0	35.52223	246.72683999999998	549.5638	65.10911999999999	187.66377	181.79373	8.943205	31.156721
141	HFD	SS125_RC8_01_7451	19.200045000000003	0.0	0.0	200.68343000000002	3.3305992999999994	89.55396999999999	866.07196	67.8247	96.681564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.61975	0.0	271.01965	512.43115	472.9335	126.01733	256.88113	0.0	167.64326	2.9039764	214.87535	1823.8926	119.11039	593.839	0.0	1851.9916	0.0	127.382576	194.39528	265.23438	251.18402000000003	232.54053	111.82326499999999	37.113659999999996	0.0	32.828476	253.77	507.26022	35.116572999999995	67.83113	141.06981000000002	0.0	73.75534
147	HFD	SS136_RD7_01_7463	18.574268	0.0	0.0	182.11136000000002	0.0	43.065388	815.7713	0.0	27.106426000000003	0.0	0.0	0.0	0.0	0.0	0.0	5.51684	0.0	0.0	0.0	0.0	217.5572	608.49133	478.6571	122.51263999999999	72.83449	0.0	365.42163	0.0	356.54092	1165.9427	79.371025	222.77684	154.14767	477.2702	0.0	86.400894	193.10793999999999	576.76843	332.4439	661.765	97.12447	0.0	0.0	0.0	111.47461000000001	183.26875	41.518795000000004	49.567307	29.122222999999998	0.0	29.23028
126	HFD	SS110_RB5_01_7435	0.0	0.0	0.0	143.04645	4.314860299999999	54.878856999999996	780.1953	0.0	82.88024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	262.1675	954.9678	234.41676	30.183334000000002	32.485786	0.0	422.30643	0.0	484.03122	1840.146	61.58051700000001	143.9975	0.0	385.84662000000003	0.0	96.7712	75.98553000000001	422.4016	355.6654	514.4548	159.3724	0.0	0.0	0.0	85.8673	182.4194	51.467896	140.40866	72.099625	0.0	9.359544
131	HFD	SS100_RA7_01_7424	18.74409	0.0	0.0	62.226032	0.0	38.326992	523.88446	0.0	58.709103000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.139689	0.0	114.45563	0.0	213.12292000000002	1087.7365	311.35025	105.3903	150.89786999999998	0.0	103.03945999999999	0.0	579.5757	1507.3743	0.0	265.28146	165.16321000000002	622.9523	3.3789768	105.5827	115.74628999999999	120.98012	114.62019	57.51388000000001	85.08094	0.0	0.0	0.0	129.4763	277.28494	33.81214	96.435875	89.77849	0.0	35.925083
132	HFD	SS127_RC10_01_7453	39.380835999999995	0.0	0.0	167.43777	4.3252473	53.91392	714.8772	0.0	93.163635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.246131	0.0	186.89668	0.0	101.87285	528.9320700000001	675.53723	402.22525	480.6209	0.0	234.56437999999997	3.0547828999999997	159.69151000000002	826.90393	77.00653	584.53174	0.0	1515.7787	2.749412	95.50835	293.5549	375.3488	365.87344	644.1008	124.0633	0.0	0.0	0.0	196.78325	460.26532000000003	56.926968	103.72612	181.9754	0.0	97.4111
133	HFD	SS118_RC1_01_7444	14.495246	0.0	0.0	184.80182	0.0	30.563103	803.59235	0.0	99.36076	0.0	83.94629	0.0	0.0	0.0	0.0	0.0	2.7083378	0.0	0.0	0.0	258.19586	662.1093	362.13577000000004	85.53614	152.34157	0.0	116.5454	0.0	440.72174	1538.0167	0.0	227.055	74.17229499999999	774.42664	0.0	99.23742	152.71407	225.56158	219.87015	186.28348	79.110085	0.0	0.0	0.0	87.381584	393.11157000000003	29.554924	87.606316	118.225044	2.6389885	23.705822
125	HFD	SS132_RD3_01_7459	11.49498	0.0	9.351473	254.00151	12.189625	77.41168	991.9188	51.769745	38.691154	0.0	0.0	0.0	0.0	0.0	0.0	2.5820527	0.0	0.0	0.0	0.0	153.81	606.6496599999999	354.05300000000005	59.645973	67.15628000000001	0.0	189.86047	0.0	260.64713	1035.3495	98.1448	114.64905	57.536198	408.6334	0.0	120.79156499999999	127.09568	201.94351	158.96909	169.5651	162.6327	0.0	0.0	0.0	73.02636	195.63773	30.009715999999997	114.77028999999999	46.20982	0.0	14.855909
134	HFD	SS129_RC12_01_7455	29.826904	0.0	2.843009	208.43036	0.0	51.103966	834.2168	0.0	105.50806000000001	0.0	317.56998	0.0	0.0	0.0	0.0	0.0	6.952997	0.0	217.23875	0.0	89.932396	162.57275	561.2346	109.9136	383.62433	0.0	150.91551	8.819413	52.163025	566.4291400000001	96.60646	457.36535999999995	64.014145	2349.9094	0.0	166.44052	231.28717000000003	224.50351	205.78955	236.19577	165.815	40.463570000000004	35.72961	38.731159999999996	279.99643	749.1905	29.581787	76.18182	169.4757	2.804284	68.85064
135	HFD	SS157_RF4_01_7489	8.0771	0.0	0.0	107.391594	3.0814376	66.675	460.0	0.0	161.53326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	248.40071	43.75294	67.40565	0.0	215.57164	0.0	153.44016000000002	300.67647999999997	111.48652	184.61952	73.06222	536.4975	0.0	56.95536	104.75614	423.7421	404.70657	47.458214	121.9699	0.0	0.0	0.0	72.92560999999999	228.29642	25.331797	55.62633	105.79268	0.0	25.022554
127	HFD	SS128_RC11_01_7454	26.702147999999998	0.0	3.9839683	224.60576	6.4801645	77.70482	673.7511	61.997882999999995	108.588	0.0	322.59424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	496.5809	0.0	444.3622	1073.9263	1158.7802	239.30147999999997	1058.8276	0.0	147.52122	3.3877807	520.1826	3011.8667	284.89685	479.60535	37.624245	2869.8774	0.0	318.09897	669.8467400000001	285.14938	244.23665	45.423656	141.19499	27.674566	41.941402000000004	81.68991	313.34692	1130.2561	120.74193600000001	42.08048	100.28687	6.209215	57.021407999999994
129	HFD	SS126_RC9_01_7452	14.174218	0.0	0.0	216.39082000000002	3.0435673999999997	30.920446000000002	867.68256	48.8129	131.84528999999998	0.0	219.56816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.73658	0.0	0.0	343.12012000000004	286.9488	67.05073	74.98468000000001	0.0	146.14378	2.9093169999999997	129.85648999999998	477.5672	83.32871999999999	224.12685	0.0	595.0752	0.0	80.37128	191.01436999999999	203.64001000000002	209.48453	347.89575	97.01604	0.0	0.0	0.0	182.01572	324.6041	111.72885	67.32040400000001	78.31182	0.0	65.96175
124	HFD	SS131_RD2_01_7458	8.359465	0.0	0.0	163.95721	7.85407	60.333664	833.63446	52.826862	54.20771800000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145.82645	818.15906	530.8323	41.81132	92.5815	0.0	195.26593	2.9947257	303.28472999999997	1097.3967	97.94859	198.81033	146.72745	658.0057400000001	2.796399	263.65555	196.68403999999998	339.50894	169.08838	119.87076	176.14085	0.0	0.0	0.0	48.667515	243.1372	45.423737	113.13718	35.077694	3.3699845999999996	16.248749
137	HFD	SS146_RE5_01_7474	0.0	0.0	0.0	187.40334	0.0	320.38046	601.1996	138.05812	113.28036000000002	0.0	292.628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.28752	0.0	76.75261	0.0	262.73166000000003	36.60456	59.016853000000005	0.0	175.72693	0.0	19.68873	42.36802	0.0	156.87393	0.0	911.1851	0.0	84.94771	87.5043	373.30112	150.51426999999998	25.727783	80.22436	38.566353	0.0	0.0	60.36331	260.71887000000004	36.349693	30.865623	36.498787	2.9848652	28.789215000000002
136	HFD	SS114_RB9_01_7439	0.0	0.0	0.0	178.46968	0.0	47.677240000000005	838.4774	0.0	254.3455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5258384000000005	0.0	0.0	0.0	0.0	273.09644	410.3805	60.27004	223.2309	0.0	116.72958999999999	0.0	123.16866	562.8834	76.68564599999999	197.91331	0.0	1151.1012	0.0	31.239797999999997	178.8575	184.34686000000002	175.67085	134.68478000000002	161.7746	0.0	0.0	33.337070000000004	74.239716	472.75992	31.394428	98.37236999999999	203.75655	0.0	43.728867
128	HFD	SS119_RC2_01_7445	0.0	0.0	0.0	107.89007600000001	0.0	41.137640000000005	1090.6625	52.484947	124.29567	0.0	0.0	0.0	0.0	0.0	0.0	3.8455157	0.0	0.0	0.0	0.0	141.87503	425.48467999999997	745.31683	95.65316	57.39249399999999	0.0	193.90396	0.0	393.47736000000003	757.5738	81.70851	367.67792000000003	0.0	889.2514	0.0	174.99997	239.9452	228.87592	212.20827999999997	162.12338	106.69413	0.0	0.0	0.0	146.97438	299.92877000000004	57.085136	72.836685	94.61310999999999	0.0	64.51821
138	HFD	SS163_RF10_01_7495	43.935177	76.646286	4.9572199999999995	31.491348	19.941979999999997	61.44236	264.75076	0.0	163.69595	0.0	365.48807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.66895	0.0	0.0	0.0	358.04868	24.608217	238.18599	0.0	120.90961499999999	0.0	14.523456	33.737232	52.51716999999999	116.45116999999999	0.0	1025.3501	0.0	110.9345	140.52303999999998	87.686844	75.94436	45.85884	112.64038000000001	76.72579	0.0	0.0	76.47064	352.3975	44.46992	32.748375	42.14512	0.0	24.793001
139	HFD	SS115_RB10_01_7440	0.0	0.0	0.0	252.43431	0.0	34.95341	754.4703	89.23938000000001	155.5656	0.0	138.90662	0.0	0.0	0.0	0.0	3.2880019999999996	20.09216	30.855154	0.0	0.0	96.857056	185.44156999999998	230.39542000000003	56.160065	239.80907000000002	0.0	113.94073999999999	0.0	233.2986	563.4039	81.54966999999999	399.6728	0.0	1189.5256	0.0	49.146164	190.11595	246.61287000000002	238.60736	91.57914	158.47028	0.0	0.0	0.0	485.92114000000004	766.35583	46.06431	118.441795	261.34717	0.0	99.208145
6	HFD	SS31_RC7_01_7340	0.0	0.0	0.0	0.0	0.0	18.41931	104.995636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.722230999999999	0.0	0.0	0.0	7.7387896	0.0	8.063438	0.0	0.0	0.0	0.0	7.340714500000001	0.0	0.0	0.0	12.00513	12.00513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3850488999999997	0.0	0.0	0.0	0.0
122	HFD	SS113_RB8_01_7438	0.0	0.0	0.0	71.92093	8.394502000000001	47.711655	637.2372	61.663803	100.8721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.377441	0.0	119.927826	0.0	268.16998	643.0061599999999	341.8151	153.47998	355.3313	0.0	170.39557	12.164114	342.58395	1863.9445	275.61795	578.5979	0.0	1460.1265	0.0	55.604319999999994	178.10223	300.50057999999996	267.38135	270.1251	119.14548500000001	0.0	0.0	0.0	307.2996	521.95465	35.21882	102.08528000000001	170.96103	0.0	93.73034
121	HFD	SS111_RB6_01_7436	11.367057	0.0	0.0	88.00415	0.0	30.119255	671.2760000000001	0.0	84.749535	0.0	0.0	0.0	0.0	0.0	0.0	10.377536	48.731303999999994	116.54425	233.40341	0.0	215.52823999999998	666.06384	1123.517	676.7589	607.7452400000001	0.0	418.0367	8.568141	539.67883	1220.3701	136.03578000000002	520.09265	91.66378	1549.1095	2.7399302000000003	211.56612	522.0146	380.49142	329.60323999999997	417.57022	287.00153	44.208434999999994	30.014507000000002	61.889603	384.79462	1317.9253	154.278	211.49786	331.66962	2.567399	153.52467
140	HFD	SS153_RE12_01_7484	45.024715	0.0	2.811788	132.74506	0.0	74.05715	320.61593999999997	88.11106	236.49455	0.0	361.14752000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	199.58568	0.0	0.0	0.0	529.19574	198.38158	529.9554400000001	0.0	175.04573	2.5579862999999996	49.92791	61.087914000000005	0.0	654.5617	0.0	2307.3455	0.0	143.01991	272.44434	273.45447	249.66685	146.7835	169.35773	24.318507999999998	36.3624	30.884357	325.35754	680.44836	90.82040400000001	66.8204	142.25468	0.0	72.73401
123	HFD	SS134_RD5_01_7461	69.87693	0.0	4.448932599999999	203.93568	32.202785	61.63742	663.2939	0.0	106.28883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	205.29218999999998	576.9312	227.07631	21.312973	31.327751	0.0	104.50419000000001	0.0	205.23987	1196.6678	94.51293000000001	100.93590999999999	0.0	280.4095	2.538643	101.48755	42.648303999999996	149.60945	117.94458	101.54343399999999	93.88119	0.0	0.0	0.0	65.84979	110.61418	44.022125	24.060131	33.256504	0.0	11.892600999999999
130	HFD	SS93_RH9_01_7410	30.419075	0.0	21.012547	106.00765	0.0	76.59903	737.56036	0.0	121.53013600000001	0.0	0.0	0.0	0.0	0.0	0.0	6.133233000000001	24.014599	44.67944	172.87741	0.0	267.78693	857.5685	1117.0549	595.6473	648.2295	0.0	366.0911	14.4846	615.60535	1996.2024	104.74844	1114.6064	31.484890000000004	2353.616	0.0	171.63599	308.41278	625.2455	599.72107	988.0623	309.16772000000003	34.79971	42.470936	69.27586	659.8839999999999	917.68567	86.23635999999999	120.04416	285.3524	3.2790756	163.6253
401	NC	SS423_RE3_01_7795	4240.322	723.0043	326.25323	436.74316	0.0	375.85684	894.6824	302.64536	337.05276000000003	0.0	0.0	178.39768999999998	161.33592	0.0	0.0	31.54028	52.49227	0.0	0.0	0.0	0.0	0.0	16.24962	2.5930424	8.322941	0.0	23.951485	9.433114	39.171479999999995	0.0	0.0	0.0	0.0	19.652649	0.0	0.0	0.0	14.054214499999999	3.7803763999999997	5.0502987	0.0	0.0	0.0	0.0	0.0	15.402275	9.177297	13.840116	0.0	0.0	18.172228
28	NC	SS51_RE3_01_7363	2230.5662	424.189	625.3137	154.4567	0.0	359.73172	150.3007	174.15008999999998	212.75632000000002	0.0	0.0	0.0	33.731842	0.0	0.0	5.186977400000001	16.710102	0.0	0.0	0.0	0.0	0.0	19.346004	0.0	0.0	0.0	52.300746999999994	8.689413	73.17779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.959648	9.009373	3.17695	0.0	0.0	0.0	0.0	51.616405	14.420921	0.0	18.663861999999998	0.0	0.0	14.760488500000001
391	NC	SS371_RH8_01_7732	341.64703	2977.4229	511.01263	112.65616999999999	95.03215	783.55304	690.5429	170.58575	399.36072	0.0	207.12819	0.0	839.9731	0.0	277.44885	66.46656	419.0449	108.78057	0.0	0.0	0.0	0.0	51.201153000000005	40.3485	47.796303	0.0	149.24861	65.890396	79.732254	58.170143	0.0	249.18176	47.716390000000004	232.77173	0.0	0.0	0.0	165.76768	63.491282999999996	92.45643000000001	27.755734999999998	0.0	18.356602	0.0	238.94762000000003	91.72464000000001	16.672188000000002	73.98085999999999	12.364583	23.559883	242.2085
392	NC	SS377_RA5_01_7743	132.16913	2313.8015	558.56964	37.424007	1010.0527300000001	117.59008	190.84384	0.0	586.57526	0.0	0.0	0.0	1348.6329999999998	0.0	270.19858	56.122154	623.742	228.2339	0.0	0.0	71.07695	0.0	52.401634	54.892326000000004	12.387558	0.0	179.97205	114.13411	27.31685	3.3976019999999996	40.80037	261.42474	117.42566000000001	59.271473	0.0	0.0	0.0	101.82419	34.329952	179.37521	3.8055773	43.04679	59.595955000000004	0.0	218.79234	99.80559000000001	3.3897085	79.16933	6.806446	33.20909	233.6619
24	NC	SS13_RB1_01_7320	252.99864	287.217	590.40765	16.35765	51.65173	201.22232	241.19177000000002	0.0	533.3785	0.0	0.0	48.90155	71.13924399999999	0.0	0.0	56.5183	69.824715	0.0	0.0	0.0	0.0	0.0	35.92569	7.2862353	2.7531562000000003	0.0	72.652626	18.725224	98.01679	0.0	0.0	39.119890000000005	0.0	12.4536705	0.0	0.0	0.0	48.75615	27.835012	50.0787	0.0	0.0	0.0	0.0	129.92125	32.658943	6.7497334	32.178474	2.5104046	2.7161837	130.91664
418	NC	SS425_RE5_01_7797	3157.0542	424.154	131.05203	159.4983	2.7507262000000003	241.67711	503.46893	134.98976000000002	308.70132	0.0	0.0	259.96988	107.77225	0.0	0.0	20.734621	64.51706	0.0	0.0	0.0	0.0	0.0	34.783455	9.242792	9.707594	0.0	159.73657	10.195886999999999	42.71904	3.6133290000000002	0.0	47.718025	0.0	26.691338000000002	0.0	0.0	0.0	72.24653	9.634003	16.856985	0.0	0.0	17.133004999999997	0.0	56.270027	38.817337	17.177025	34.061253	0.0	2.5228957999999997	46.756409999999995
405	NC	SS381_RA9_01_7747	814.2026	3006.905	831.9208	283.81754	874.2538	242.28229	328.84564	249.40031000000002	453.93903	0.0	0.0	0.0	1244.1959	0.0	271.85623	59.134865000000005	561.2522	187.30656000000002	0.0	0.0	54.269040000000004	0.0	69.247856	61.80934499999999	33.7436	87.57316999999999	246.76726000000002	111.1609	51.297394	46.496109999999994	123.99475	323.79107999999997	117.97788999999999	197.04034	0.0	0.0	0.0	186.35884	85.66154	263.17132999999995	11.966635	52.149494	20.5461	0.0	236.82182000000003	94.25516	9.495686	43.57069	12.390597999999999	14.855485	244.39768999999998
359	NC	SS375_RA3_01_7741	3185.1687	2200.5088	492.0797	0.0	43.08035	1974.8566	354.1777	0.0	287.4163	0.0	0.0	0.0	469.68845	0.0	0.0	82.85823	208.69609	73.67304	0.0	0.0	0.0	0.0	33.0459	21.111406	24.306445999999998	0.0	143.54283	49.29555	13.172634	2.733779	40.89691	79.97936	82.58919499999999	62.620693	0.0	0.0	0.0	76.65394	39.712948	56.275524	12.094849	0.0	0.0	0.0	107.02676399999999	20.79741	2.731204	46.788025	3.009832	3.4413169999999997	98.60544
393	NC	SS389_RB5_01_7756	149.14303999999998	757.8192	75.57956999999999	98.31913	9.7396345	88.09241999999999	213.63585	94.98116999999999	410.3015	0.0	0.0	0.0	812.6006	0.0	166.36458000000002	25.661873	390.89014	170.09818	0.0	0.0	0.0	0.0	88.62295999999999	33.601093	18.862505	0.0	69.88446	96.96248	24.38926	2.9341793	0.0	260.29138	58.93148000000001	104.34102	0.0	0.0	0.0	84.26647	23.517754	45.369564000000004	6.085850700000001	0.0	0.0	0.0	279.31866	102.77686	4.2203903	49.41318	6.4805894	16.179104000000002	317.93314
